id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
1158,,367,292.0,,2023-02-23,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1159,,368,,,2023-02-19,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1160,,369,,,2023-02-20,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1161,,370,,,2023-02-25,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1162,,371,,,2023-03-01,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1163,,372,,,2023-03-02,0,open,0,green,,2023-03-28 06:09:15,2023-03-28 06:09:15
1164,,373,289.0,,2023-01-16,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1165,,374,289.0,,2023-02-17,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1166,,375,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1167,,376,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1168,,377,,,2023-02-20,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1169,,378,,,2023-02-18,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1170,,379,291.0,,2023-02-22,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1171,,380,292.0,,2023-02-23,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1172,,381,,,2023-02-19,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1173,,382,,,2023-02-20,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1174,,383,,,2023-02-25,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1175,,384,,,2023-03-01,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1176,,385,,,2023-03-02,0,open,0,green,,2023-03-28 06:13:53,2023-03-28 06:13:53
1177,,386,289.0,,2023-01-16,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1178,,387,289.0,,2023-02-17,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1179,,388,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1180,,389,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1181,,390,,,2023-02-20,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1182,,391,,,2023-02-18,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1183,,392,291.0,,2023-02-22,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1184,,393,292.0,,2023-02-23,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1185,,394,,,2023-02-19,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1186,,395,,,2023-02-20,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1187,,396,,,2023-02-25,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1188,,397,,,2023-03-01,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1189,,398,,,2023-03-02,0,open,0,green,,2023-03-28 06:14:11,2023-03-28 06:14:11
1190,,399,289.0,,2023-01-16,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1191,,400,289.0,,2023-02-17,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1192,,401,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1193,,402,290.0,,2023-02-19,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1194,,403,,,2023-02-20,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1195,,404,,,2023-02-18,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1196,,405,291.0,,2023-02-22,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1197,,406,292.0,,2023-02-23,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1198,,407,,,2023-02-19,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1199,,408,,,2023-02-20,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1200,,409,,,2023-02-25,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1201,,410,,,2023-03-01,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1202,,411,,,2023-03-02,0,open,0,green,,2023-03-28 06:18:13,2023-03-28 06:18:13
1203,,412,293.0,,2023-01-16,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1204,,413,293.0,,2023-02-17,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1205,,414,294.0,,2023-02-19,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1206,,415,294.0,,2023-02-19,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1207,,416,,,2023-02-20,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1208,,417,,,2023-02-18,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1209,,418,295.0,,2023-02-22,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1210,,419,296.0,,2023-02-23,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1211,,420,,,2023-02-19,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1212,,421,,,2023-02-20,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1213,,422,,,2023-02-25,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1214,,423,,,2023-03-01,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1215,,424,,,2023-03-02,0,open,0,green,,2023-03-28 06:27:49,2023-03-28 06:27:49
1216,,425,,,2023-07-09,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1217,,426,297.0,,2023-08-23,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1218,,427,,,2023-08-17,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1219,,428,,,2023-07-03,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1220,,429,,,2023-06-16,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1221,,430,,,1970-01-01,0,open,0,green,,2023-03-28 08:34:07,2023-03-28 08:34:07
1258,,467,321.0,,2023-07-06,0,open,0,green,,2023-04-10 07:33:22,2023-04-10 07:33:22
1259,,468,322.0,,2023-07-10,0,open,0,green,,2023-04-10 07:33:22,2023-04-10 07:33:22
1260,,469,323.0,,2023-07-03,0,open,0,green,,2023-04-10 07:33:22,2023-04-10 07:33:22
1261,,470,322.0,,2023-06-16,0,open,0,green,,2023-04-10 07:33:22,2023-04-10 07:33:22
1262,,471,323.0,,2023-02-20,0,open,0,green,,2023-04-10 07:33:22,2023-04-10 07:33:22
1263,,472,321.0,,2023-02-22,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1264,,473,323.0,,1970-01-01,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1265,,474,324.0,,2023-07-07,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1266,,475,321.0,,2023-08-10,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1267,,476,321.0,,1970-01-01,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1268,,477,321.0,,2023-08-12,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1269,,478,321.0,,1970-01-01,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1270,,479,323.0,,1970-01-01,0,open,0,green,,2023-04-10 07:33:23,2023-04-10 07:33:23
1302,,510,338.0,,2023-07-06,0,open,0,green,,2023-04-17 07:59:16,2023-04-17 07:59:16
1311,,519,346.0,,2023-07-06,0,open,0,green,,2023-04-17 08:13:47,2023-04-17 08:13:47
1312,,520,347.0,,2023-07-03,0,open,0,green,,2023-04-17 08:13:47,2023-04-17 08:13:47
1313,,521,348.0,,2023-07-06,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1314,,522,349.0,,2023-07-03,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1315,,523,,,2023-07-03,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1316,,524,,,2023-06-16,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1317,,525,,,2023-02-27,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1318,,526,,,2023-02-22,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1319,,527,,,2023-06-19,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1320,,528,,,2023-07-07,0,open,0,green,,2023-04-17 08:19:48,2023-04-17 08:19:48
1321,,529,350.0,,2023-07-06,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1322,,530,351.0,,2023-07-03,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1323,,531,,,2023-07-03,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1324,,532,,,2023-06-16,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1325,,533,,,2023-02-27,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1326,,534,,,2023-02-22,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1327,,535,,,2023-06-19,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1328,,536,,,2023-07-07,0,open,0,green,,2023-04-17 08:27:11,2023-04-17 08:27:11
1344,,552,361.0,,2023-07-06,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1345,,553,362.0,,2023-07-03,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1346,,554,363.0,,2023-06-16,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1347,,555,361.0,,2023-02-27,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1348,,556,,,2023-02-22,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1349,,557,,,2023-06-19,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1350,,558,,,2023-07-07,0,open,0,green,,2023-04-17 09:14:11,2023-04-17 09:14:11
1351,,559,364.0,,2023-07-06,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1352,,560,365.0,,2023-07-03,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1353,,561,366.0,,2023-06-16,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1354,,562,364.0,,2023-02-27,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1355,,563,,,2023-02-22,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1356,,564,,,2023-06-19,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1357,,565,,,2023-07-07,0,open,0,green,,2023-04-17 09:27:18,2023-04-17 09:27:18
1358,,566,,,2023-08-12,0,open,0,green,,2023-04-17 09:27:19,2023-04-17 09:27:19
1359,,567,,,2023-08-12,0,open,0,green,,2023-04-17 09:27:19,2023-04-17 09:27:19
1360,,568,,,2023-08-27,0,open,0,green,,2023-04-17 09:27:19,2023-04-17 09:27:19
1373,,581,373.0,,2023-07-06,0,open,0,green,,2023-04-17 09:54:14,2023-04-17 09:54:14
1374,,582,374.0,,2023-07-03,0,open,0,green,,2023-04-17 09:54:14,2023-04-17 09:54:14
1375,,583,375.0,,2023-06-16,0,open,0,green,,2023-04-17 09:54:14,2023-04-17 09:54:14
1376,,584,373.0,,2023-02-27,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1377,,585,,,2023-02-22,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1378,,586,,,2023-06-19,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1379,,587,373.0,,2023-07-07,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1380,,588,,,2023-08-12,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1381,,589,,,2023-08-12,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1382,,590,,,2023-08-27,0,open,0,green,,2023-04-17 09:54:15,2023-04-17 09:54:15
1383,,225,202.0,moved to April 20,2023-04-20,0,open,55,yellow,,2023-04-18 01:53:39,2023-04-18 01:53:39
1384,,234,202.0,Post Social today before 11am ET. See social doc on drive.,2023-05-09,0,open,80,red,,2023-04-18 01:54:07,2023-04-18 01:54:07
1385,,223,202.0,Follow Up with Message to Richard contact who is possible project lead,2023-05-17,0,open,55,green,,2023-04-18 01:54:28,2023-04-18 01:54:28
1386,,313,260.0,updated owner and moved date out,2023-04-19,0,open,60,red,,2023-04-19 07:03:04,2023-04-19 07:03:04
1387,,309,260.0,still trying to look into the next best date on the back order,2023-04-16,0,open,60,yellow,,2023-04-19 07:03:16,2023-04-19 07:03:16
1389,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-04-25,1,open,55,green,,2023-04-19 07:03:47,2023-04-19 07:03:47
1390,,309,260.0,almost,2023-04-20,0,open,90,green,,2023-04-19 11:25:40,2023-04-19 11:25:40
1391,,167,180.0,new date and still working,2023-03-17,1,closed,100,green,,2023-04-19 11:58:52,2023-04-19 11:58:52
1392,,339,284.0,have meetings set for next week,2023-04-21,0,open,20,green,,2023-04-20 04:37:52,2023-04-20 04:37:52
1393,,340,,still working,2023-05-11,0,open,25,green,,2023-04-20 04:38:03,2023-04-20 04:38:03
1394,,346,,almost done,2023-04-24,0,open,90,green,,2023-04-20 04:38:17,2023-04-20 04:38:17
1395,,336,,still working on it,2023-05-01,0,open,20,green,,2023-04-20 04:38:28,2023-04-20 04:38:28
1396,,335,283.0,decision to extend approved by VP,2023-04-22,1,open,30,green,,2023-04-20 04:38:43,2023-04-20 04:38:43
1397,,317,241.0,trying to understand what they are asking for so need nmore time,2023-07-20,0,open,30,green,,2023-04-20 04:39:09,2023-04-20 04:39:09
1398,,316,242.0,need to source some technical cert info but will have it done soon,2023-04-24,0,open,65,red,,2023-04-20 04:39:29,2023-04-20 04:39:29
1399,,319,239.0,made some progress but had to extend by 3 weeks to get the job done,2023-04-20,0,open,55,yellow,,2023-04-20 04:39:46,2023-04-20 04:39:46
1400,,591,373.0,,2023-07-06,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1401,,592,374.0,,2023-06-22,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1402,,593,,,2023-06-22,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1403,,594,375.0,,2023-06-16,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1404,,595,373.0,,2023-03-15,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1405,,596,,,2023-02-22,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1406,,597,,,2023-06-19,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1407,,598,373.0,,2023-07-07,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1408,,599,,,2023-08-12,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1409,,600,,,2023-08-12,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1410,,601,,,2023-08-27,0,open,0,green,,2023-04-20 11:34:55,2023-04-20 11:34:55
1411,,602,376.0,,2023-07-27,0,open,0,green,,2023-04-20 11:43:42,2023-04-20 11:43:42
1412,,603,377.0,,2023-07-27,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1413,,604,,,2023-07-15,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1414,,605,378.0,,2023-06-16,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1415,,606,378.0,,2023-02-27,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1416,,607,379.0,,2023-02-22,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1417,,608,379.0,,2023-06-19,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1418,,609,379.0,,2023-07-07,0,open,0,green,,2023-04-20 11:50:41,2023-04-20 11:50:41
1419,,610,381.0,,2023-07-27,0,open,0,green,,2023-04-20 12:18:59,2023-04-20 12:18:59
1420,,611,382.0,,2023-07-15,0,open,0,green,,2023-04-20 12:18:59,2023-04-20 12:18:59
1421,,612,383.0,,2023-06-16,0,open,0,green,,2023-04-20 12:19:00,2023-04-20 12:19:00
1422,,613,383.0,,2023-02-27,0,open,0,green,,2023-04-20 12:19:00,2023-04-20 12:19:00
1423,,614,384.0,,2023-02-22,0,open,0,green,,2023-04-20 12:19:00,2023-04-20 12:19:00
1424,,615,384.0,,2023-06-19,0,open,0,green,,2023-04-20 12:19:00,2023-04-20 12:19:00
1425,,616,384.0,,2023-07-07,0,open,0,green,,2023-04-20 12:19:00,2023-04-20 12:19:00
1426,,614,384.0,,2023-05-26,0,open,0,green,,2023-04-20 12:19:34,2023-04-20 12:19:34
1427,,617,386.0,,2023-07-27,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1428,,618,387.0,,2023-07-15,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1429,,619,388.0,,2023-02-27,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1430,,620,389.0,,2023-02-22,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1431,,621,389.0,,2023-06-19,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1432,,622,389.0,,2023-07-07,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1433,,623,,,2023-06-16,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1434,,624,,,2023-02-22,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1435,,625,,,2023-06-19,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1436,,626,,,2023-07-07,0,open,0,green,,2023-04-20 12:24:52,2023-04-20 12:24:52
1440,,630,395.0,,2023-07-27,0,open,0,green,,2023-04-20 13:03:06,2023-04-20 13:03:06
1441,,631,396.0,,2023-07-15,0,open,0,green,,2023-04-20 13:03:06,2023-04-20 13:03:06
1442,,632,397.0,,2023-02-27,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1443,,633,398.0,,2023-03-01,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1444,,634,399.0,,2023-06-19,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1445,,635,399.0,,2023-07-07,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1446,,636,,,2023-06-16,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1447,,637,,,2023-02-22,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1448,,638,,,2023-06-19,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1449,,639,,,2023-07-07,0,open,0,green,,2023-04-20 13:03:07,2023-04-20 13:03:07
1450,,640,401.0,,2023-07-27,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1451,,641,402.0,,2023-07-15,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1452,,642,403.0,,2023-02-27,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1453,,643,404.0,,2023-03-01,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1454,,644,405.0,,2023-06-19,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1455,,645,405.0,,2023-07-07,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1456,,646,,,2023-06-16,0,open,0,green,,2023-04-20 13:05:28,2023-04-20 13:05:28
1463,,653,413.0,,2023-07-27,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1464,,654,414.0,,2023-07-15,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1465,,655,415.0,,2023-02-27,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1466,,656,416.0,,2023-03-01,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1467,,657,417.0,,2023-06-19,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1468,,658,417.0,,2023-07-07,0,open,0,green,,2023-04-20 13:50:28,2023-04-20 13:50:28
1469,,659,419.0,,2023-06-16,0,open,0,green,,2023-04-20 13:50:29,2023-04-20 13:50:29
1479,,669,448.0,,2023-07-27,0,open,0,green,,2023-04-25 08:03:52,2023-04-25 08:03:52
1480,,670,449.0,,2023-07-15,0,open,0,green,,2023-04-25 08:03:52,2023-04-25 08:03:52
1481,,671,,,2023-07-27,0,open,0,green,,2023-04-25 08:03:52,2023-04-25 08:03:52
1488,,678,459.0,,2023-07-27,0,open,0,green,,2023-04-25 08:16:18,2023-04-25 08:16:18
1489,,679,460.0,,2023-07-15,0,open,0,green,,2023-04-25 08:16:18,2023-04-25 08:16:18
1490,,680,464.0,,2023-07-27,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1491,,681,465.0,,2023-07-15,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1492,,682,465.0,,2023-07-27,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1493,,683,466.0,,2023-06-15,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1494,,684,468.0,,2023-08-07,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1495,,685,465.0,,2023-09-01,0,open,0,green,,2023-04-25 08:21:29,2023-04-25 08:21:29
1496,,686,469.0,,2023-07-27,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1497,,687,470.0,,2023-07-15,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1498,,688,470.0,,2023-07-27,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1499,,689,471.0,,2023-06-15,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1500,,690,473.0,,2023-08-07,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1501,,691,470.0,,2023-09-01,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1502,,692,,,2023-03-22,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1503,,693,,,2023-03-27,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1504,,694,,,2023-04-15,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1505,,695,,,2023-04-25,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1506,,696,,,2023-05-08,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1507,,697,,,2023-05-16,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1508,,698,,,2023-06-01,0,open,0,green,,2023-04-25 08:28:22,2023-04-25 08:28:22
1509,,699,474.0,,2023-07-27,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1510,,700,475.0,,2023-07-15,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1511,,701,475.0,,2023-07-27,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1512,,702,476.0,,2023-06-15,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1513,,703,478.0,,2023-08-07,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1514,,704,475.0,,2023-09-01,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
1515,,705,480.0,,2023-03-22,0,open,0,green,,2023-04-25 08:34:18,2023-04-25 08:34:18
